name,birthday,single,date,age,selected,row,kanbaibusuu,preparebusuu,speed,kanbai,rest,1st,belong,shodou
itounene,1995/12/12,6,2013/7/3,17,0,4,2,10,0,0,0,1,1,337138
itounene,1995/12/12,7,2013/11/27,17,0,3,4,10,0,0,0,1,1,395127
itounene,1995/12/12,8,2014/4/2,18,0,3,1,16,0,0,0,1,1,457837
itounene,1995/12/12,9,2014/7/9,18,0,3,3,16,0,0,0,1,1,421622
itounene,1995/12/12,10,2014/10/8,18,.,.,.,.,.,.,.,1,0,478788
itounene,1995/12/12,11,2015/3/18,19,.,.,.,.,.,.,.,1,0,500297
itounene,1995/12/12,12,2015/7/22,19,.,.,.,.,.,.,.,1,0,609202
itounene,1995/12/12,13,2015/10/28,19,.,.,.,.,.,.,.,1,0,626905
itounene,1995/12/12,14,2016/3/23,20,.,.,.,.,.,.,.,1,0,749706
itounene,1995/12/12,15,2016/7/27,20,.,.,.,.,.,.,.,1,0,728189
itounene,1995/12/12,16,2016/11/9,20,.,.,.,.,.,.,.,1,0,827717
yamato,1994/12/14,1,2012/2/22,17,0,2,.,.,.,.,0,1,1,136309
yamato,1994/12/14,2,2012/5/2,17,0,4,.,.,.,.,0,1,1,155677
yamato,1994/12/14,3,2012/8/22,17,0,4,0,4,0,0,0,1,1,186613
yamato,1994/12/14,4,2012/12/19,18,0,4,1,5,0,0,0,1,1,232961
yamato,1994/12/14,5,2013/3/13,18,0,3,0,5,0,0,0,1,1,242053
yamato,1994/12/14,6,2013/7/3,18,0,5,0,6,0,0,0,1,1,337138
yamato,1994/12/14,7,2013/11/27,18,0,3,2,6,0,0,0,1,1,395127
yamato,1994/12/14,8,2014/4/2,19,0,3,0,10,0,0,0,1,1,457837
yamato,1994/12/14,9,2014/7/9,19,1,3,0,10,0,0,0,1,1,421622
yamato,1994/12/14,10,2014/10/8,19,0,3,0,2,0,0,0,1,1,478788
yamato,1994/12/14,11,2015/3/18,20,.,.,.,.,.,.,.,1,0,500297
yamato,1994/12/14,12,2015/7/22,20,.,.,.,.,.,.,.,1,0,609202
yamato,1994/12/14,13,2015/10/28,20,.,.,.,.,.,.,.,1,0,626905
yamato,1994/12/14,14,2016/3/23,21,.,.,.,.,.,.,.,1,0,749706
yamato,1994/12/14,15,2016/7/27,21,.,.,.,.,.,.,.,1,0,728189
yamato,1994/12/14,16,2016/11/9,21,.,.,.,.,.,.,.,1,0,827717
hatanaka,1995/12/5,1,2012/2/22,16,0,1,.,.,.,.,0,1,1,136309
hatanaka,1995/12/5,2,2012/5/2,16,1,3,.,.,.,.,0,1,1,155677
hatanaka,1995/12/5,3,2012/8/22,16,0,5,0,8,0,0,0,1,1,186613
hatanaka,1995/12/5,4,2012/12/19,17,0,3,1,11,0,0,0,1,1,232961
hatanaka,1995/12/5,5,2013/3/13,17,0,3,0,11,0,0,0,1,1,242053
hatanaka,1995/12/5,6,2013/7/3,17,0,5,4,10,0,0,0,1,1,337138
hatanaka,1995/12/5,7,2013/11/27,17,0,3,2,12,0,0,0,1,1,395127
hatanaka,1995/12/5,8,2014/4/2,18,0,3,1,11,0,0,0,1,1,457837
hatanaka,1995/12/5,9,2014/7/9,18,0,3,1,15,0,0,0,1,1,421622
hatanaka,1995/12/5,10,2014/10/8,18,0,3,1,19,0,0,0,1,1,478788
hatanaka,1995/12/5,11,2015/3/18,19,.,.,.,.,.,.,.,1,0,500297
hatanaka,1995/12/5,12,2015/7/22,19,.,.,.,.,.,.,.,1,0,609202
hatanaka,1995/12/5,13,2015/10/28,19,.,.,.,.,.,.,.,1,0,626905
hatanaka,1995/12/5,14,2016/3/23,20,.,.,.,.,.,.,.,1,0,749706
hatanaka,1995/12/5,15,2016/7/27,20,.,.,.,.,.,.,.,1,0,728189
hatanaka,1995/12/5,16,2016/11/9,20,.,.,.,.,.,.,.,1,0,827717
nagashima,1994/5/19,1,2012/2/22,17,0,2,.,.,.,.,0,1,1,136309
nagashima,1994/5/19,2,2012/5/2,17,0,2,.,.,.,.,0,1,1,155677
nagashima,1994/5/19,3,2012/8/22,18,0,4,3,8,0,0,0,1,1,186613
nagashima,1994/5/19,4,2012/12/19,18,0,3,2,11,0,0,0,1,1,232961
nagashima,1994/5/19,5,2013/3/13,18,1,3,0,13,0,0,0,1,1,242053
nagashima,1994/5/19,6,2013/7/3,19,0,4,0,16,0,0,0,1,1,337138
nagashima,1994/5/19,7,2013/11/27,19,0,2,8,16,0,0,0,1,1,395127
nagashima,1994/5/19,8,2014/4/2,19,0,2,7,18,0,0,0,1,1,457837
nagashima,1994/5/19,9,2014/7/9,20,0,2,6,21,0,0,0,1,1,421622
nagashima,1994/5/19,10,2014/10/8,20,0,2,6,31,0,0,0,1,1,478788
nagashima,1994/5/19,11,2015/3/18,20,0,2,8,22,0,0,0,1,1,500297
nagashima,1994/5/19,12,2015/7/22,21,0,2,12,22,0,0,0,1,1,609202
nagashima,1994/5/19,13,2015/10/28,21,0,2,17,22,0,0,0,1,1,626905
nagashima,1994/5/19,14,2016/3/23,21,.,.,.,.,.,.,.,1,0,749706
nagashima,1994/5/19,15,2016/7/27,22,.,.,.,.,.,.,.,1,0,728189
nagashima,1994/5/19,16,2016/11/9,22,.,.,.,.,.,.,.,1,0,827717
maimai,1991/3/29,1,2012/2/22,20,0,2,.,.,.,.,0,1,1,136309
maimai,1991/3/29,2,2012/5/2,21,0,1,.,.,.,.,0,1,1,155677
maimai,1991/3/29,3,2012/8/22,21,1,3,3,14,0,0,0,1,1,186613
maimai,1991/3/29,4,2012/12/19,21,1,3,7,17,0,0,0,1,1,232961
maimai,1991/3/29,5,2013/3/13,21,1,3,9,21,0,0,0,1,1,242053
maimai,1991/3/29,6,2013/7/3,22,1,3,21,28,0,0,0,1,1,337138
maimai,1991/3/29,7,2013/11/27,22,1,3,25,28,0,0,0,1,1,395127
maimai,1991/3/29,8,2014/4/2,23,1,2,29,30,0,0,0,1,1,457837
maimai,1991/3/29,9,2014/7/9,23,1,2,30,30,8,1,0,1,1,421622
maimai,1991/3/29,10,2014/10/8,23,1,2,35,35,8,1,0,1,1,478788
maimai,1991/3/29,11,2015/3/18,23,1,2,30,30,5,1,0,1,1,500297
maimai,1991/3/29,12,2015/7/22,24,1,2,30,30,4,1,0,1,1,609202
maimai,1991/3/29,13,2015/10/28,24,1,1,30,30,6,1,0,1,1,626905
maimai,1991/3/29,14,2016/3/23,24,1,1,30,30,3,1,0,1,1,749706
maimai,1991/3/29,15,2016/7/27,25,.,.,.,.,.,.,.,1,0,728189
maimai,1991/3/29,16,2016/11/9,25,.,.,.,.,.,.,.,1,0,827717
riria,2002/10/8,1,2012/2/22,9,.,.,.,.,.,.,.,.,.,136309
riria,2002/10/8,2,2012/5/2,9,.,.,.,.,.,.,.,.,.,155677
riria,2002/10/8,3,2012/8/22,9,.,.,.,.,.,.,.,.,.,186613
riria,2002/10/8,4,2012/12/19,10,.,.,.,.,.,.,.,.,.,232961
riria,2002/10/8,5,2013/3/13,10,.,.,.,.,.,.,.,.,.,242053
riria,2002/10/8,6,2013/7/3,10,.,.,.,.,.,.,.,.,.,337138
riria,2002/10/8,7,2013/11/27,11,.,.,.,.,.,.,.,.,.,395127
riria,2002/10/8,8,2014/4/2,11,.,.,.,.,.,.,.,.,.,457837
riria,2002/10/8,9,2014/7/9,11,.,.,.,.,.,.,.,.,.,421622
riria,2002/10/8,10,2014/10/8,12,.,.,.,.,.,.,.,.,.,478788
riria,2002/10/8,11,2015/3/18,12,.,.,.,.,.,.,.,.,.,500297
riria,2002/10/8,12,2015/7/22,12,.,.,.,.,.,.,.,.,.,609202
riria,2002/10/8,13,2015/10/28,13,.,.,.,.,.,.,.,.,.,626905
riria,2002/10/8,14,2016/3/23,13,.,.,.,.,.,.,.,.,.,749706
riria,2002/10/8,15,2016/7/27,13,.,.,.,.,.,.,.,.,.,728189
riria,2002/10/8,16,2016/11/9,14,.,.,.,.,.,.,.,.,.,827717
iwamoto,2004/2/2,1,2012/2/22,8,.,.,.,.,.,.,.,.,.,136309
iwamoto,2004/2/2,2,2012/5/2,8,.,.,.,.,.,.,.,.,.,155677
iwamoto,2004/2/2,3,2012/8/22,8,.,.,.,.,.,.,.,.,.,186613
iwamoto,2004/2/2,4,2012/12/19,8,.,.,.,.,.,.,.,.,.,232961
iwamoto,2004/2/2,5,2013/3/13,9,.,.,.,.,.,.,.,.,.,242053
iwamoto,2004/2/2,6,2013/7/3,9,.,.,.,.,.,.,.,.,.,337138
iwamoto,2004/2/2,7,2013/11/27,9,.,.,.,.,.,.,.,.,.,395127
iwamoto,2004/2/2,8,2014/4/2,10,.,.,.,.,.,.,.,.,.,457837
iwamoto,2004/2/2,9,2014/7/9,10,.,.,.,.,.,.,.,.,.,421622
iwamoto,2004/2/2,10,2014/10/8,10,.,.,.,.,.,.,.,.,.,478788
iwamoto,2004/2/2,11,2015/3/18,11,.,.,.,.,.,.,.,.,.,500297
iwamoto,2004/2/2,12,2015/7/22,11,.,.,.,.,.,.,.,.,.,609202
iwamoto,2004/2/2,13,2015/10/28,11,.,.,.,.,.,.,.,.,.,626905
iwamoto,2004/2/2,14,2016/3/23,12,.,.,.,.,.,.,.,.,.,749706
iwamoto,2004/2/2,15,2016/7/27,12,.,.,.,.,.,.,.,.,.,728189
iwamoto,2004/2/2,16,2016/11/9,12,.,.,.,.,.,.,.,.,.,827717
umezawa,1999/1/6,1,2012/2/22,13,.,.,.,.,.,.,.,.,.,136309
umezawa,1999/1/6,2,2012/5/2,13,.,.,.,.,.,.,.,.,.,155677
umezawa,1999/1/6,3,2012/8/22,13,.,.,.,.,.,.,.,.,.,186613
umezawa,1999/1/6,4,2012/12/19,13,.,.,.,.,.,.,.,.,.,232961
umezawa,1999/1/6,5,2013/3/13,14,.,.,.,.,.,.,.,.,.,242053
umezawa,1999/1/6,6,2013/7/3,14,.,.,.,.,.,.,.,.,.,337138
umezawa,1999/1/6,7,2013/11/27,14,.,.,.,.,.,.,.,.,.,395127
umezawa,1999/1/6,8,2014/4/2,15,.,.,.,.,.,.,.,.,.,457837
umezawa,1999/1/6,9,2014/7/9,15,.,.,.,.,.,.,.,.,.,421622
umezawa,1999/1/6,10,2014/10/8,15,.,.,.,.,.,.,.,.,.,478788
umezawa,1999/1/6,11,2015/3/18,16,.,.,.,.,.,.,.,.,.,500297
umezawa,1999/1/6,12,2015/7/22,16,.,.,.,.,.,.,.,.,.,609202
umezawa,1999/1/6,13,2015/10/28,16,.,.,.,.,.,.,.,.,.,626905
umezawa,1999/1/6,14,2016/3/23,17,.,.,.,.,.,.,.,.,.,749706
umezawa,1999/1/6,15,2016/7/27,17,.,.,.,.,.,.,.,.,.,728189
umezawa,1999/1/6,16,2016/11/9,17,.,.,.,.,.,.,.,.,.,827717
oozono,1999/9/13,1,2012/2/22,12,.,.,.,.,.,.,.,.,.,136309
oozono,1999/9/13,2,2012/5/2,12,.,.,.,.,.,.,.,.,.,155677
oozono,1999/9/13,3,2012/8/22,12,.,.,.,.,.,.,.,.,.,186613
oozono,1999/9/13,4,2012/12/19,13,.,.,.,.,.,.,.,.,.,232961
oozono,1999/9/13,5,2013/3/13,13,.,.,.,.,.,.,.,.,.,242053
oozono,1999/9/13,6,2013/7/3,13,.,.,.,.,.,.,.,.,.,337138
oozono,1999/9/13,7,2013/11/27,14,.,.,.,.,.,.,.,.,.,395127
oozono,1999/9/13,8,2014/4/2,14,.,.,.,.,.,.,.,.,.,457837
oozono,1999/9/13,9,2014/7/9,14,.,.,.,.,.,.,.,.,.,421622
oozono,1999/9/13,10,2014/10/8,15,.,.,.,.,.,.,.,.,.,478788
oozono,1999/9/13,11,2015/3/18,15,.,.,.,.,.,.,.,.,.,500297
oozono,1999/9/13,12,2015/7/22,15,.,.,.,.,.,.,.,.,.,609202
oozono,1999/9/13,13,2015/10/28,16,.,.,.,.,.,.,.,.,.,626905
oozono,1999/9/13,14,2016/3/23,16,.,.,.,.,.,.,.,.,.,749706
oozono,1999/9/13,15,2016/7/27,16,.,.,.,.,.,.,.,.,.,728189
oozono,1999/9/13,16,2016/11/9,17,.,.,.,.,.,.,.,.,.,827717
kubo,2001/7/14,1,2012/2/22,10,.,.,.,.,.,.,.,.,.,136309
kubo,2001/7/14,2,2012/5/2,10,.,.,.,.,.,.,.,.,.,155677
kubo,2001/7/14,3,2012/8/22,11,.,.,.,.,.,.,.,.,.,186613
kubo,2001/7/14,4,2012/12/19,11,.,.,.,.,.,.,.,.,.,232961
kubo,2001/7/14,5,2013/3/13,11,.,.,.,.,.,.,.,.,.,242053
kubo,2001/7/14,6,2013/7/3,11,.,.,.,.,.,.,.,.,.,337138
kubo,2001/7/14,7,2013/11/27,12,.,.,.,.,.,.,.,.,.,395127
kubo,2001/7/14,8,2014/4/2,12,.,.,.,.,.,.,.,.,.,457837
kubo,2001/7/14,9,2014/7/9,12,.,.,.,.,.,.,.,.,.,421622
kubo,2001/7/14,10,2014/10/8,13,.,.,.,.,.,.,.,.,.,478788
kubo,2001/7/14,11,2015/3/18,13,.,.,.,.,.,.,.,.,.,500297
kubo,2001/7/14,12,2015/7/22,14,.,.,.,.,.,.,.,.,.,609202
kubo,2001/7/14,13,2015/10/28,14,.,.,.,.,.,.,.,.,.,626905
kubo,2001/7/14,14,2016/3/23,14,.,.,.,.,.,.,.,.,.,749706
kubo,2001/7/14,15,2016/7/27,15,.,.,.,.,.,.,.,.,.,728189
kubo,2001/7/14,16,2016/11/9,15,.,.,.,.,.,.,.,.,.,827717
sakaguchi,2001/11/10,1,2012/2/22,10,.,.,.,.,.,.,.,.,.,136309
sakaguchi,2001/11/10,2,2012/5/2,10,.,.,.,.,.,.,.,.,.,155677
sakaguchi,2001/11/10,3,2012/8/22,10,.,.,.,.,.,.,.,.,.,186613
sakaguchi,2001/11/10,4,2012/12/19,11,.,.,.,.,.,.,.,.,.,232961
sakaguchi,2001/11/10,5,2013/3/13,11,.,.,.,.,.,.,.,.,.,242053
sakaguchi,2001/11/10,6,2013/7/3,11,.,.,.,.,.,.,.,.,.,337138
sakaguchi,2001/11/10,7,2013/11/27,12,.,.,.,.,.,.,.,.,.,395127
sakaguchi,2001/11/10,8,2014/4/2,12,.,.,.,.,.,.,.,.,.,457837
sakaguchi,2001/11/10,9,2014/7/9,12,.,.,.,.,.,.,.,.,.,421622
sakaguchi,2001/11/10,10,2014/10/8,12,.,.,.,.,.,.,.,.,.,478788
sakaguchi,2001/11/10,11,2015/3/18,13,.,.,.,.,.,.,.,.,.,500297
sakaguchi,2001/11/10,12,2015/7/22,13,.,.,.,.,.,.,.,.,.,609202
sakaguchi,2001/11/10,13,2015/10/28,13,.,.,.,.,.,.,.,.,.,626905
sakaguchi,2001/11/10,14,2016/3/23,14,.,.,.,.,.,.,.,.,.,749706
sakaguchi,2001/11/10,15,2016/7/27,14,.,.,.,.,.,.,.,.,.,728189
sakaguchi,2001/11/10,16,2016/11/9,14,.,.,.,.,.,.,.,.,.,827717
satou,1998/3/23,1,2012/2/22,13,.,.,.,.,.,.,.,.,.,136309
satou,1998/3/23,2,2012/5/2,14,.,.,.,.,.,.,.,.,.,155677
satou,1998/3/23,3,2012/8/22,14,.,.,.,.,.,.,.,.,.,186613
satou,1998/3/23,4,2012/12/19,14,.,.,.,.,.,.,.,.,.,232961
satou,1998/3/23,5,2013/3/13,14,.,.,.,.,.,.,.,.,.,242053
satou,1998/3/23,6,2013/7/3,15,.,.,.,.,.,.,.,.,.,337138
satou,1998/3/23,7,2013/11/27,15,.,.,.,.,.,.,.,.,.,395127
satou,1998/3/23,8,2014/4/2,16,.,.,.,.,.,.,.,.,.,457837
satou,1998/3/23,9,2014/7/9,16,.,.,.,.,.,.,.,.,.,421622
satou,1998/3/23,10,2014/10/8,16,.,.,.,.,.,.,.,.,.,478788
satou,1998/3/23,11,2015/3/18,16,.,.,.,.,.,.,.,.,.,500297
satou,1998/3/23,12,2015/7/22,17,.,.,.,.,.,.,.,.,.,609202
satou,1998/3/23,13,2015/10/28,17,.,.,.,.,.,.,.,.,.,626905
satou,1998/3/23,14,2016/3/23,18,.,.,.,.,.,.,.,.,.,749706
satou,1998/3/23,15,2016/7/27,18,.,.,.,.,.,.,.,.,.,728189
satou,1998/3/23,16,2016/11/9,18,.,.,.,.,.,.,.,.,.,827717
nakamura,2001/9/27,1,2012/2/22,10,.,.,.,.,.,.,.,.,.,136309
nakamura,2001/9/27,2,2012/5/2,10,.,.,.,.,.,.,.,.,.,155677
nakamura,2001/9/27,3,2012/8/22,10,.,.,.,.,.,.,.,.,.,186613
nakamura,2001/9/27,4,2012/12/19,11,.,.,.,.,.,.,.,.,.,232961
nakamura,2001/9/27,5,2013/3/13,11,.,.,.,.,.,.,.,.,.,242053
nakamura,2001/9/27,6,2013/7/3,11,.,.,.,.,.,.,.,.,.,337138
nakamura,2001/9/27,7,2013/11/27,12,.,.,.,.,.,.,.,.,.,395127
nakamura,2001/9/27,8,2014/4/2,12,.,.,.,.,.,.,.,.,.,457837
nakamura,2001/9/27,9,2014/7/9,12,.,.,.,.,.,.,.,.,.,421622
nakamura,2001/9/27,10,2014/10/8,13,.,.,.,.,.,.,.,.,.,478788
nakamura,2001/9/27,11,2015/3/18,13,.,.,.,.,.,.,.,.,.,500297
nakamura,2001/9/27,12,2015/7/22,13,.,.,.,.,.,.,.,.,.,609202
nakamura,2001/9/27,13,2015/10/28,14,.,.,.,.,.,.,.,.,.,626905
nakamura,2001/9/27,14,2016/3/23,14,.,.,.,.,.,.,.,.,.,749706
nakamura,2001/9/27,15,2016/7/27,14,.,.,.,.,.,.,.,.,.,728189
nakamura,2001/9/27,16,2016/11/9,15,.,.,.,.,.,.,.,.,.,827717
mukai,1999/8/23,1,2012/2/22,12,.,.,.,.,.,.,.,.,.,136309
mukai,1999/8/23,2,2012/5/2,12,.,.,.,.,.,.,.,.,.,155677
mukai,1999/8/23,3,2012/8/22,12,.,.,.,.,.,.,.,.,.,186613
mukai,1999/8/23,4,2012/12/19,13,.,.,.,.,.,.,.,.,.,232961
mukai,1999/8/23,5,2013/3/13,13,.,.,.,.,.,.,.,.,.,242053
mukai,1999/8/23,6,2013/7/3,13,.,.,.,.,.,.,.,.,.,337138
mukai,1999/8/23,7,2013/11/27,14,.,.,.,.,.,.,.,.,.,395127
mukai,1999/8/23,8,2014/4/2,14,.,.,.,.,.,.,.,.,.,457837
mukai,1999/8/23,9,2014/7/9,14,.,.,.,.,.,.,.,.,.,421622
mukai,1999/8/23,10,2014/10/8,15,.,.,.,.,.,.,.,.,.,478788
mukai,1999/8/23,11,2015/3/18,15,.,.,.,.,.,.,.,.,.,500297
mukai,1999/8/23,12,2015/7/22,15,.,.,.,.,.,.,.,.,.,609202
mukai,1999/8/23,13,2015/10/28,16,.,.,.,.,.,.,.,.,.,626905
mukai,1999/8/23,14,2016/3/23,16,.,.,.,.,.,.,.,.,.,749706
mukai,1999/8/23,15,2016/7/27,16,.,.,.,.,.,.,.,.,.,728189
mukai,1999/8/23,16,2016/11/9,17,.,.,.,.,.,.,.,.,.,827717
yamasita,1999/7/26,1,2012/2/22,12,.,.,.,.,.,.,.,.,.,136309
yamasita,1999/7/26,2,2012/5/2,12,.,.,.,.,.,.,.,.,.,155677
yamasita,1999/7/26,3,2012/8/22,13,.,.,.,.,.,.,.,.,.,186613
yamasita,1999/7/26,4,2012/12/19,13,.,.,.,.,.,.,.,.,.,232961
yamasita,1999/7/26,5,2013/3/13,13,.,.,.,.,.,.,.,.,.,242053
yamasita,1999/7/26,6,2013/7/3,13,.,.,.,.,.,.,.,.,.,337138
yamasita,1999/7/26,7,2013/11/27,14,.,.,.,.,.,.,.,.,.,395127
yamasita,1999/7/26,8,2014/4/2,14,.,.,.,.,.,.,.,.,.,457837
yamasita,1999/7/26,9,2014/7/9,14,.,.,.,.,.,.,.,.,.,421622
yamasita,1999/7/26,10,2014/10/8,15,.,.,.,.,.,.,.,.,.,478788
yamasita,1999/7/26,11,2015/3/18,15,.,.,.,.,.,.,.,.,.,500297
yamasita,1999/7/26,12,2015/7/22,15,.,.,.,.,.,.,.,.,.,609202
yamasita,1999/7/26,13,2015/10/28,16,.,.,.,.,.,.,.,.,.,626905
yamasita,1999/7/26,14,2016/3/23,16,.,.,.,.,.,.,.,.,.,749706
yamasita,1999/7/26,15,2016/7/27,17,.,.,.,.,.,.,.,.,.,728189
yamasita,1999/7/26,16,2016/11/9,17,.,.,.,.,.,.,.,.,.,827717
yoshida,1995/9/6,1,2012/2/22,16,.,.,.,.,.,.,.,.,.,136309
yoshida,1995/9/6,2,2012/5/2,16,.,.,.,.,.,.,.,.,.,155677
yoshida,1995/9/6,3,2012/8/22,16,.,.,.,.,.,.,.,.,.,186613
yoshida,1995/9/6,4,2012/12/19,17,.,.,.,.,.,.,.,.,.,232961
yoshida,1995/9/6,5,2013/3/13,17,.,.,.,.,.,.,.,.,.,242053
yoshida,1995/9/6,6,2013/7/3,17,.,.,.,.,.,.,.,.,.,337138
yoshida,1995/9/6,7,2013/11/27,18,.,.,.,.,.,.,.,.,.,395127
yoshida,1995/9/6,8,2014/4/2,18,.,.,.,.,.,.,.,.,.,457837
yoshida,1995/9/6,9,2014/7/9,18,.,.,.,.,.,.,.,.,.,421622
yoshida,1995/9/6,10,2014/10/8,19,.,.,.,.,.,.,.,.,.,478788
yoshida,1995/9/6,11,2015/3/18,19,.,.,.,.,.,.,.,.,.,500297
yoshida,1995/9/6,12,2015/7/22,19,.,.,.,.,.,.,.,.,.,609202
yoshida,1995/9/6,13,2015/10/28,20,.,.,.,.,.,.,.,.,.,626905
yoshida,1995/9/6,14,2016/3/23,20,.,.,.,.,.,.,.,.,.,749706
yoshida,1995/9/6,15,2016/7/27,20,.,.,.,.,.,.,.,.,.,728189
yoshida,1995/9/6,16,2016/11/9,21,.,.,.,.,.,.,.,.,.,827717
yoda,2000/5/5,1,2012/2/22,11,.,.,.,.,.,.,.,.,.,136309
yoda,2000/5/5,2,2012/5/2,11,.,.,.,.,.,.,.,.,.,155677
yoda,2000/5/5,3,2012/8/22,12,.,.,.,.,.,.,.,.,.,186613
yoda,2000/5/5,4,2012/12/19,12,.,.,.,.,.,.,.,.,.,232961
yoda,2000/5/5,5,2013/3/13,12,.,.,.,.,.,.,.,.,.,242053
yoda,2000/5/5,6,2013/7/3,13,.,.,.,.,.,.,.,.,.,337138
yoda,2000/5/5,7,2013/11/27,13,.,.,.,.,.,.,.,.,.,395127
yoda,2000/5/5,8,2014/4/2,13,.,.,.,.,.,.,.,.,.,457837
yoda,2000/5/5,9,2014/7/9,14,.,.,.,.,.,.,.,.,.,421622
yoda,2000/5/5,10,2014/10/8,14,.,.,.,.,.,.,.,.,.,478788
yoda,2000/5/5,11,2015/3/18,14,.,.,.,.,.,.,.,.,.,500297
yoda,2000/5/5,12,2015/7/22,15,.,.,.,.,.,.,.,.,.,609202
yoda,2000/5/5,13,2015/10/28,15,.,.,.,.,.,.,.,.,.,626905
yoda,2000/5/5,14,2016/3/23,15,.,.,.,.,.,.,.,.,.,749706
yoda,2000/5/5,15,2016/7/27,16,.,.,.,.,.,.,.,.,.,728189
yoda,2000/5/5,16,2016/11/9,16,.,.,.,.,.,.,.,.,.,827717
